origin,destination,distance_meters,duration_seconds,duration_in_traffic_seconds,departure_time
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13499,2024-09-03 03:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13681,2024-09-03 04:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13471,2024-09-03 05:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13273,2024-09-03 06:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13036,2024-09-03 07:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13025,2024-09-03 08:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13196,2024-09-03 09:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13649,2024-09-03 10:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,15006,2024-09-03 11:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,15672,2024-09-03 12:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,15936,2024-09-03 13:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,15866,2024-09-03 14:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,16390,2024-09-03 15:22:03
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,16840,2024-09-03 16:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,16538,2024-09-02 18:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,15910,2024-09-02 19:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,15049,2024-09-02 20:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,14614,2024-09-02 21:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13967,2024-09-02 22:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13350,2024-09-02 23:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,12972,2024-09-03 00:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,12869,2024-09-03 01:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,12995,2024-09-03 02:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13341,2024-09-03 03:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13830,2024-09-03 04:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13589,2024-09-03 05:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13291,2024-09-03 06:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,12877,2024-09-03 07:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,12817,2024-09-03 08:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13024,2024-09-03 09:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13563,2024-09-03 10:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,15085,2024-09-03 11:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",177570,14574,15771,2024-09-03 12:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,16014,2024-09-03 13:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,15763,2024-09-03 14:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",177570,14574,16032,2024-09-03 15:22:03
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",177570,14574,16400,2024-09-03 16:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,15945,2024-09-02 18:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,15336,2024-09-02 19:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,14626,2024-09-02 20:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,14285,2024-09-02 21:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,13727,2024-09-02 22:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169304,13182,12921,2024-09-02 23:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169304,13182,12607,2024-09-03 00:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169304,13182,12509,2024-09-03 01:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169304,13182,12751,2024-09-03 02:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169304,13182,12976,2024-09-03 03:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169304,13182,13155,2024-09-03 04:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,13211,2024-09-03 05:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,13038,2024-09-03 06:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,12718,2024-09-03 07:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,12614,2024-09-03 08:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,12718,2024-09-03 09:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,13062,2024-09-03 10:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,14382,2024-09-03 11:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,15011,2024-09-03 12:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,15409,2024-09-03 13:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,15210,2024-09-03 14:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,15631,2024-09-03 15:22:03
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,16022,2024-09-03 16:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,16531,2024-09-02 18:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,15872,2024-09-02 19:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,15012,2024-09-02 20:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,14516,2024-09-02 21:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13727,2024-09-02 22:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13052,2024-09-02 23:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12583,2024-09-03 00:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12558,2024-09-03 01:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12768,2024-09-03 02:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13106,2024-09-03 03:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13437,2024-09-03 04:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13350,2024-09-03 05:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13190,2024-09-03 06:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12739,2024-09-03 07:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12557,2024-09-03 08:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12766,2024-09-03 09:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13176,2024-09-03 10:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,14470,2024-09-03 11:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,15374,2024-09-03 12:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,16004,2024-09-03 13:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,15715,2024-09-03 14:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,16213,2024-09-03 15:22:03
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,16650,2024-09-03 16:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1869,2024-09-02 18:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1653,2024-09-02 19:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1576,2024-09-02 20:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1571,2024-09-02 21:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1561,2024-09-02 22:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1656,2024-09-02 23:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1996,2024-09-03 00:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2099,2024-09-03 01:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2266,2024-09-03 02:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2587,2024-09-03 03:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2821,2024-09-03 04:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3107,2024-09-03 05:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3066,2024-09-03 06:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3065,2024-09-03 07:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2937,2024-09-03 08:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3050,2024-09-03 09:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3187,2024-09-03 10:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3462,2024-09-03 11:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3783,2024-09-03 12:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3890,2024-09-03 13:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3527,2024-09-03 14:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2946,2024-09-03 15:22:03
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2400,2024-09-03 16:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,2183,2024-09-02 18:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,2036,2024-09-02 19:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,1985,2024-09-02 20:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,1956,2024-09-02 21:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,1968,2024-09-02 22:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,2011,2024-09-02 23:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,2379,2024-09-03 00:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,2574,2024-09-03 01:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",24131,2906,2795,2024-09-03 02:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3526,2024-09-03 03:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3648,2024-09-03 04:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",24131,2906,3732,2024-09-03 05:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",24131,2906,3479,2024-09-03 06:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3550,2024-09-03 07:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3483,2024-09-03 08:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3408,2024-09-03 09:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3545,2024-09-03 10:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",24131,2906,3745,2024-09-03 11:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,4177,2024-09-03 12:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3997,2024-09-03 13:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3601,2024-09-03 14:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",24131,2906,2921,2024-09-03 15:22:03
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",24131,2906,2666,2024-09-03 16:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,3211,2024-09-02 18:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,3025,2024-09-02 19:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,2860,2024-09-02 20:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,2773,2024-09-02 21:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,2800,2024-09-02 22:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,2853,2024-09-02 23:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,3296,2024-09-03 00:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,3650,2024-09-03 01:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,3966,2024-09-03 02:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,4434,2024-09-03 03:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,4708,2024-09-03 04:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,5027,2024-09-03 05:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,5135,2024-09-03 06:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,5204,2024-09-03 07:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,5004,2024-09-03 08:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,4853,2024-09-03 09:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,4883,2024-09-03 10:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,5143,2024-09-03 11:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,5364,2024-09-03 12:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,5532,2024-09-03 13:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,4979,2024-09-03 14:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,4643,2024-09-03 15:22:03
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,3997,2024-09-03 16:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,651,2024-09-02 18:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,571,2024-09-02 19:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,564,2024-09-02 20:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,585,2024-09-02 21:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,609,2024-09-02 22:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,637,2024-09-02 23:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,767,2024-09-03 00:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,742,2024-09-03 01:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,826,2024-09-03 02:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,878,2024-09-03 03:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,945,2024-09-03 04:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1052,2024-09-03 05:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1158,2024-09-03 06:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1174,2024-09-03 07:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1184,2024-09-03 08:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1226,2024-09-03 09:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1314,2024-09-03 10:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1323,2024-09-03 11:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1347,2024-09-03 12:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1346,2024-09-03 13:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1267,2024-09-03 14:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1040,2024-09-03 15:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,820,2024-09-03 16:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,653,2024-09-02 18:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,620,2024-09-02 19:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,603,2024-09-02 20:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,579,2024-09-02 21:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,596,2024-09-02 22:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,676,2024-09-02 23:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,822,2024-09-03 00:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,787,2024-09-03 01:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,836,2024-09-03 02:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,886,2024-09-03 03:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,986,2024-09-03 04:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1084,2024-09-03 05:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1144,2024-09-03 06:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1171,2024-09-03 07:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1199,2024-09-03 08:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1182,2024-09-03 09:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1291,2024-09-03 10:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1350,2024-09-03 11:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1440,2024-09-03 12:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1459,2024-09-03 13:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1210,2024-09-03 14:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,942,2024-09-03 15:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,830,2024-09-03 16:22:03
